main1,enemy1,main2,enemy2,main3,enemy3,main4,enemy4,main5,enemy5,main_pre_b1,enemy_pre_b1,main_pre_b2,enemy_pre_b2,main_post_b,enemy_post_b,is_first,is_win
c1159,c2101,c6037,c2090,c1133,c5082,c1128,c2109,c1034,c1106,c2089,c2016,c2016,c1151,c1128,c2109,1,1
c2090,c2070,c1133,c2132,c1131,c2109,c2073,c5082,c2012,c2019,c2089,c6062,c2016,c1159,c2012,c2019,0,2
c1159,c4004,c1042,c2101,c1141,c6062,c2090,c1111,c1034,c2069,c2089,c2109,c2016,c2089,c1159,c6062,0,1
c1159,c4004,c1042,c2109,c2071,c2101,c2099,c2090,c1034,c5082,c2089,c1126,c2016,c1151,c2099,c5082,1,2
c1159,c2090,c4004,c1133,c2132,c2070,c1127,c6062,c1139,c1121,c2089,c1118,c2016,c2008,c4004,c2070,1,2
c4004,c5082,c2073,c2101,c1133,c2008,c1034,c1126,c1119,c4144,c2089,c1159,c2016,c6062,c1034,c1126,0,1
c1159,c2109,c1151,c4004,c2042,c6037,c2047,c2101,c1141,c5089,c2089,c4144,c2016,c2090,c1151,c6037,1,2
c1159,c2090,c2132,c2008,c4004,c2109,c2012,c2016,c2047,c2101,c2089,c6062,c1126,c1151,c4004,c2101,1,2
c1159,c2090,c6037,c1133,c1151,c2070,c2109,c2042,c1101,c1134,c2089,c1118,c2016,c2008,c1159,c2042,0,2
c1133,c1159,c2008,c4004,c2132,c2109,c2071,c4144,c1154,c2079,c2089,c1151,c2016,c2090,c2008,c4144,0,1
c1159,c2109,c1151,c6037,c2047,c2101,c4004,c4144,c2090,c2042,c2089,c2024,c2016,c2008,c2090,c6037,0,1
c1159,c1133,c4004,c6037,c2073,c2101,c2047,c2024,c1141,c2027,c2089,c2016,c1126,c6062,c4004,c2024,1,1
c1159,c2016,c1131,c1133,c1137,c1118,c2047,c2069,c1134,c2079,c2089,c1117,c1126,c2109,c2047,c1118,1,1
c1133,c1159,c2008,c1151,c6037,c2090,c2050,c1117,c1148,c2079,c2016,c2109,c2089,c2016,c6037,c1117,0,1
c1133,c1159,c2008,c6037,c2132,c2090,c2101,c4144,c1119,c2024,c2016,c2109,c2089,c5089,c1119,c2024,0,1
c2090,c1159,c2042,c2132,c2073,c5082,c1113,c2109,c2012,c2016,c2089,c6037,c1126,c1133,c2012,c2109,0,2
c6037,c2090,c1133,c5082,c1148,c2016,c4004,c2042,c2071,c2109,c2089,c1159,c1126,c2046,c6037,c2109,0,2
c2073,c1099,c4004,c1132,c1151,c5001,c1009,c4144,c2047,c2109,c2089,c1159,c2016,c2016,c1151,c4144,0,2
c1133,c1159,c2090,c1126,c1042,c2109,c2071,c1151,c1148,c2079,c2089,c2089,c2016,c4144,c1148,c1151,0,2
c1159,c2090,c2132,c6037,c4004,c1151,c1121,c5089,c1141,c2020,c2089,c2008,c2016,c1126,c1159,c2020,1,2
c1159,c2109,c1042,c4004,c2071,c1116,c1119,c4144,c1034,c2022,c2089,c1151,c2016,c1133,c1034,c2022,1,2
c1159,c2046,c6037,c1150,c2047,c1014,c1137,c1130,c1131,c2080,c2089,c2109,c2016,c2016,c6037,c2046,1,1
c2090,c1159,c6037,c2132,c2101,c2016,c2070,c2008,c2012,c2109,c2089,c2089,c1126,c1133,c2012,c2109,0,2
c2073,c1099,c4004,c5001,c2109,c5082,c2071,c2074,c1144,c5089,c2089,c2016,c1126,c1159,c1144,c5089,0,1
c1159,c6037,c1042,c4004,c2073,c2101,c2047,c2109,c2071,c4144,c2089,c1133,c1126,c1126,c2047,c4144,1,1
c2090,c1159,c2042,c2132,c2071,c2109,c2073,c2099,c1119,c1148,c2089,c1133,c1126,c2101,c1119,c2099,0,2
c1159,c2101,c1145,c2008,c4004,c2022,c2099,c1100,c1128,c2019,c2089,c1151,c1126,c2024,c2099,c2019,1,2
c1159,c1133,c1131,c1130,c1137,c2090,c2132,c2019,c2050,c1117,c2089,c2016,c1126,c2109,c2132,c1117,1,1
c1159,c1099,c4004,c2109,c2047,c1121,c1151,c1154,c1128,c1118,c2089,c2090,c1126,c6062,c4004,c1154,1,1
c1159,c4004,c1042,c2022,c1113,c1144,c1127,c2103,c2050,c2074,c2089,c2090,c1126,c1151,c1159,c2103,0,2
c1159,c2016,c1148,c2008,c4004,c1121,c2012,c6062,c2038,c5089,c2089,c1151,c1126,c2090,c2012,c5089,1,1
c1159,c1133,c1131,c1130,c1137,c5046,c1134,c1006,c1074,c1070,c2089,c2016,c1126,c2109,c1134,c1006,0,1
c1159,c4144,c4004,c5016,c2047,c2004,c1137,c2099,c1112,c2080,c2089,c2109,c1126,c6062,c1137,c2099,0,1
c1159,c6037,c4004,c6062,c2073,c2050,c1117,c1148,c1145,c1134,c2089,c1133,c1126,c1126,c1117,c1148,1,1
c1159,c4144,c2090,c6037,c1119,c2101,c1141,c2046,c2047,c1133,c2089,c2109,c1126,c2016,c1159,c1133,0,2
c1159,c1133,c2042,c2069,c1137,c1118,c1134,c2080,c1148,c1112,c2089,c1117,c1151,c2109,c1148,c1118,0,2
c2073,c4123,c4004,c2024,c1117,c2050,c1134,c2023,c2085,c2079,c2089,c2089,c1151,c1159,c2085,c2023,0,2
c2090,c1159,c1133,c2109,c1131,c2073,c2101,c1151,c2099,c2050,c2089,c1126,c1126,c6037,c2099,c1151,0,2
c2073,c4004,c1148,c2016,c1042,c5089,c2071,c1151,c1121,c1144,c2089,c2089,c1126,c1159,c2073,c1151,1,2
c1159,c1150,c6037,c2046,c2047,c1014,c1137,c1133,c2008,c2020,c2089,c2109,c1126,c2016,c2047,c1150,1,1
c1159,c2090,c2132,c6037,c4004,c2101,c1127,c1128,c1101,c1074,c2089,c1133,c1126,c2016,c2132,c1074,1,2
c1133,c1159,c2101,c2046,c2008,c6062,c2022,c2090,c1117,c2050,c2089,c2109,c1126,c2016,c2022,c2090,0,1
c1159,c2070,c4004,c2101,c1145,c5089,c1133,c1151,c1121,c2016,c2089,c2090,c1126,c2089,c1133,c1151,1,1
c1159,c1133,c1137,c1130,c1131,c5046,c1134,c1142,c2047,c2079,c2089,c6062,c1126,c2109,c2047,c1133,1,1
c1133,c1159,c1113,c4144,c1119,c1089,c1034,c2043,c2047,c2046,c2089,c1126,c1126,c2089,c2047,c2046,0,2
c1159,c2022,c4004,c2008,c1128,c2109,c2012,c1144,c2099,c4144,c2089,c1148,c1126,c2024,c2099,c1144,1,2
c1159,c2016,c1148,c5149,c2008,c1130,c4144,c1118,c1074,c2080,c2089,c1133,c1126,c2109,c1148,c1130,1,1
c1133,c1159,c2008,c1151,c2042,c1117,c1145,c4144,c1119,c2090,c2089,c2109,c1126,c2016,c1119,c2090,0,2
c1159,c2090,c2008,c2016,c1148,c4004,c1128,c2101,c2109,c2050,c2089,c2089,c1126,c1151,c2109,c4004,0,2
c1159,c2016,c2008,c2090,c2132,c6037,c1128,c1137,c1127,c6062,c2089,c1133,c1126,c2046,c1128,c1137,0,1
c1159,c1133,c1137,c1130,c1131,c1118,c1134,c2080,c1148,c2024,c2089,c2109,c1126,c2016,c1134,c1130,1,1
c1159,c2101,c1151,c4144,c1119,c2090,c1141,c6062,c2020,c1014,c2089,c2109,c1126,c2016,c2020,c1014,0,1
c1159,c5089,c4004,c1121,c1141,c1118,c1119,c4144,c1144,c1111,c2089,c6062,c1126,c1133,c1144,c1111,1,1
c1159,c5082,c4004,c2109,c2071,c6062,c1119,c4144,c2047,c5089,c2089,c1133,c1126,c1151,c1119,c5089,1,2
c1151,c2090,c2132,c6062,c2109,c2050,c1117,c2074,c1119,c2070,c2089,c6037,c1126,c1159,c1117,c2070,0,1
c1159,c4004,c1145,c2101,c1042,c5089,c1139,c6037,c1141,c2043,c1126,c1133,c2089,c2090,c1141,c5089,1,1
c1159,c4004,c1042,c2090,c1128,c6062,c1133,c1144,c2099,c2050,c1126,c1151,c2089,c2089,c2099,c4004,0,2
c1159,c6037,c4004,c2090,c2132,c5089,c1121,c1151,c1139,c1128,c1126,c2008,c2089,c1126,c1139,c1151,0,1
c1159,c6062,c4004,c4144,c1119,c2090,c1141,c2050,c1014,c2079,c2089,c1126,c1126,c2089,c1014,c2079,0,1
c1159,c2090,c6037,c2016,c4004,c2008,c1034,c2132,c1128,c2046,c2089,c2089,c1126,c6062,c6037,c2046,1,2
c1133,c1159,c1113,c2008,c1034,c2016,c1119,c1151,c2012,c2024,c2089,c6062,c1126,c4144,c1133,c1151,0,2
c1159,c4123,c1128,c2109,c2047,c2046,c1131,c1154,c1148,c2079,c2089,c2089,c1126,c1126,c1148,c1154,0,1
c1159,c2090,c1133,c2046,c2047,c2016,c2132,c4144,c1119,c2079,c2089,c2101,c1126,c2089,c1119,c2079,0,1
c1159,c6062,c4004,c2070,c2073,c2016,c1128,c4144,c1119,c2050,c2089,c2090,c1126,c1126,c1159,c2050,0,1
c1159,c6062,c4004,c4144,c1119,c2024,c1141,c2079,c2099,c2050,c2089,c1126,c1126,c2089,c2099,c2079,0,1
c6037,c1159,c2101,c2090,c2109,c2008,c1034,c2016,c1119,c1151,c2089,c4144,c1126,c1133,c6037,c1151,0,2
c1159,c6037,c4004,c2090,c2132,c5089,c1121,c1151,c1119,c4144,c2089,c2008,c1126,c1126,c4004,c1151,0,1
c1159,c1133,c1137,c1130,c1131,c1118,c1134,c2080,c1148,c2024,c2089,c2109,c1126,c2016,c1134,c1130,1,1
c1159,c2022,c4004,c2101,c2073,c1140,c2099,c2079,c1139,c2109,c1126,c2089,c2089,c1118,c2099,c2109,1,2
c6037,c1159,c1113,c2109,c1131,c5082,c2071,c2009,c1141,c2101,c1126,c1126,c2089,c1133,c1141,c5082,0,2
c2008,c2016,c1148,c2101,c2071,c4123,c6062,c1102,c1119,c5149,c1126,c1159,c2089,c2070,c1119,c5149,0,2
c1133,c2008,c2071,c2109,c4004,c1151,c6037,c4144,c1119,c1148,c1126,c2090,c2089,c1159,c1119,c1148,1,1
c1133,c1159,c1113,c1137,c2042,c1151,c6037,c2109,c1145,c2070,c1126,c2008,c2089,c4144,c1145,c2109,0,1
c1159,c2090,c4004,c2109,c2132,c2070,c1145,c6062,c5089,c4144,c1126,c6037,c2089,c1151,c2132,c2109,1,2
c1159,c2109,c1042,c4004,c2071,c1148,c2099,c2009,c2012,c5089,c1126,c2090,c2089,c1151,c2099,c5089,1,2
c1159,c2016,c4004,c2008,c2012,c2022,c2038,c2101,c1034,c2090,c1126,c2089,c2089,c1151,c4004,c2101,0,2
c1133,c1159,c1113,c2090,c2132,c6037,c1042,c2109,c1119,c4144,c1126,c1126,c2089,c6062,c2132,c4144,0,1
c1159,c4123,c4004,c1144,c2073,c2023,c2012,c2109,c1148,c2079,c1126,c6062,c2089,c2070,c1148,c2079,1,1
c2042,c1159,c1113,c1118,c1144,c1119,c6062,c2024,c1134,c1130,c1126,c2016,c2089,c1133,c6062,c2024,0,2
c1133,c1159,c1113,c2090,c1119,c2008,c1034,c1151,c1014,c2046,c1126,c6062,c2089,c2089,c1014,c1151,0,1
c6037,c1159,c2101,c4004,c2071,c2109,c1042,c5089,c1144,c2099,c1126,c2016,c2089,c1133,c1144,c5089,0,2
c1159,c2046,c2047,c1133,c2042,c1154,c1137,c1034,c6062,c2099,c1126,c2109,c2089,c2016,c6062,c1133,1,2
c1133,c1159,c2042,c2008,c1119,c2016,c1034,c2046,c4144,c1151,c1126,c2089,c2089,c6062,c4144,c2046,0,1
c1148,c2016,c4004,c2101,c1133,c4123,c1034,c2090,c2012,c1022,c1126,c2070,c2089,c1159,c1034,c2101,0,2
c1159,c4004,c1042,c2109,c2071,c5089,c2099,c2022,c1141,c1121,c1126,c6062,c2089,c1133,c1141,c2022,1,2
c1133,c1159,c2101,c1137,c1042,c4004,c2073,c2109,c1119,c4144,c1126,c2089,c2089,c1151,c1119,c2109,0,2
c2073,c2016,c4004,c2101,c1034,c4123,c1133,c2090,c1148,c2079,c1126,c1159,c2089,c2070,c1034,c2090,0,2
c2073,c1133,c4004,c2022,c2024,c1151,c2050,c1147,c1134,c5149,c1126,c6037,c2089,c1159,c2050,c1147,1,2
c2073,c1151,c2042,c2016,c1148,c6062,c1145,c4144,c2050,c2090,c1126,c2109,c2089,c1159,c2073,c2090,1,1
c1159,c4004,c1042,c1132,c1141,c5089,c1121,c1134,c1034,c2109,c1126,c2016,c2089,c2089,c1141,c4004,0,2
c1159,c2016,c6037,c2090,c4004,c2008,c1034,c2109,c2012,c2046,c1126,c2089,c2089,c6062,c6037,c2109,1,1
c1159,c2090,c6037,c2070,c1141,c2024,c1034,c5089,c1128,c6062,c1126,c2109,c2089,c1133,c1141,c6062,0,1
c1118,c2016,c1112,c6017,c2069,c4144,c1142,c6062,c2080,c1148,c1117,c1133,c2109,c5082,c1112,c1148,1,2
c1133,c1137,c2069,c4144,c2024,c2016,c2080,c1134,c2091,c1014,c1117,c2089,c2109,c1159,c1133,c1014,1,1
c1133,c5001,c1118,c1134,c2069,c1137,c1112,c1106,c2012,c1091,c1117,c1159,c2109,c2016,c2012,c1134,0,1
c1133,c2016,c1118,c2042,c2069,c1091,c1007,c1137,c2012,c6037,c1117,c2090,c2109,c1151,c2012,c2016,0,1
c1133,c1118,c1080,c2016,c1014,c1151,c2069,c1089,c2080,c2015,c1117,c2090,c2109,c1126,c2069,c2016,1,1
c1133,c2089,c1118,c1137,c2069,c2002,c1112,c2016,c2080,c1134,c1117,c3122,c2109,c1067,c2080,c2016,0,1
c1133,c2016,c2069,c4144,c2024,c6037,c1080,c1126,c2091,c2015,c1117,c1151,c2109,c1118,c2069,c6037,1,2
c1118,c1159,c2069,c2016,c2091,c3094,c2024,c1091,c2080,c1134,c1117,c1133,c2109,c2046,c1118,c1134,0,2
c1133,c1126,c1118,c2024,c1112,c2004,c1134,c4123,c2069,c4144,c1117,c1159,c2109,c2016,c1134,c1126,1,1
c1133,c1118,c1137,c2004,c1112,c2069,c2015,c2016,c1134,c4144,c1117,c1117,c2109,c2109,c1134,c2016,1,1
c1118,c2016,c1133,c2042,c2069,c1091,c1112,c1137,c2012,c2015,c1117,c4144,c2109,c2090,c1112,c2016,0,1
c1137,c1133,c1112,c1118,c1134,c2069,c4123,c2079,c2015,c2080,c1117,c2109,c2109,c2016,c1112,c1118,0,1
c1133,c4144,c1118,c2008,c2069,c4123,c6011,c1091,c1142,c2047,c1117,c2016,c2109,c1159,c1142,c2047,1,1
c1133,c2016,c1118,c1091,c2069,c1023,c2024,c2042,c2012,c1134,c1117,c2109,c2109,c4144,c2012,c1023,1,2
c1133,c2016,c2024,c1091,c2069,c2042,c2080,c1148,c2012,c1134,c1117,c1151,c2109,c1118,c2012,c1148,0,2
c1133,c2016,c2069,c2008,c1118,c1134,c2080,c1137,c1112,c1091,c1117,c2109,c2109,c1117,c2069,c1134,1,1
c1133,c1126,c1118,c2024,c1112,c2004,c1134,c4144,c1080,c2013,c2109,c1159,c1117,c2016,c1080,c1126,0,2
c1133,c2016,c1118,c2008,c2069,c1137,c1112,c6017,c2012,c4144,c2109,c2089,c1117,c6062,c1118,c4144,1,2
c2016,c1133,c1112,c2089,c1118,c1144,c2069,c1014,c1137,c1023,c2109,c6037,c1117,c5082,c1137,c1144,0,2
c1133,c4123,c1118,c1137,c2069,c1091,c1112,c1144,c2024,c4144,c2109,c3084,c1117,c1083,c2024,c4144,0,1
c1133,c6037,c1118,c2008,c2069,c1137,c1142,c4144,c2024,c1134,c2109,c1126,c1117,c2016,c2024,c1134,1,2
c1118,c1014,c2004,c1126,c1007,c1020,c2016,c1023,c1137,c2020,c2109,c1159,c1117,c1133,c1137,c1126,1,1
c1133,c2016,c1118,c2070,c2069,c1091,c2012,c6037,c2080,c1023,c2109,c4144,c1117,c2109,c2012,c1023,1,2
c1133,c6037,c2069,c2090,c1118,c2095,c2080,c1134,c2099,c2015,c2109,c1148,c1117,c1151,c1133,c2015,1,2
c1133,c2016,c2069,c1137,c2024,c1091,c1112,c1134,c2012,c6037,c2109,c1151,c1117,c1118,c2024,c1134,0,1
c1133,c2070,c1118,c1091,c2069,c1134,c1112,c1114,c2080,c1137,c1117,c2089,c2109,c2016,c1112,c1137,0,1
c1133,c4144,c1112,c1151,c2069,c2013,c2024,c1023,c1142,c5071,c2109,c2090,c1117,c1159,c2024,c1023,1,2
c1137,c1133,c1112,c2090,c1118,c1159,c2069,c1150,c1080,c1014,c2109,c2016,c1117,c2109,c1118,c1133,0,1
c2016,c1133,c1112,c4144,c1137,c1118,c4123,c5046,c2015,c2020,c2109,c2090,c1117,c2101,c2015,c1118,0,1
c1133,c6062,c1118,c2008,c2069,c1134,c2099,c1137,c2080,c1091,c2109,c2090,c1117,c2016,c2099,c1137,1,1
c1118,c2016,c1133,c2008,c2069,c1091,c1112,c2065,c2024,c2007,c2109,c1151,c1117,c2090,c2024,c2016,0,1
c1118,c2101,c1133,c2016,c2069,c6062,c1112,c1023,c2091,c3015,c1117,c1151,c2109,c2024,c2091,c1023,0,1
c1137,c1133,c1112,c1118,c4123,c4144,c1134,c2080,c1148,c1034,c1117,c2109,c2109,c2016,c1137,c1034,0,1
c1112,c1133,c1137,c2070,c2069,c6037,c1118,c1023,c2024,c1074,c1117,c2109,c2109,c2016,c2024,c1133,0,1
c1159,c2101,c2069,c2090,c2024,c1099,c1080,c1014,c2004,c1020,c1117,c1118,c2109,c1133,c2004,c1014,1,1
c1133,c1159,c1118,c2008,c2069,c1137,c1112,c1023,c2091,c2047,c1117,c6062,c2109,c2016,c1118,c1023,0,1
c1133,c4144,c2069,c4004,c2024,c6062,c1142,c1134,c2080,c1118,c1117,c2016,c2109,c2090,c1133,c1118,1,2
c1118,c2016,c1014,c1125,c2069,c1091,c1112,c1137,c1080,c1106,c1117,c1121,c2109,c1133,c1014,c2016,1,2
c1133,c4144,c2069,c1137,c2024,c6062,c1080,c1126,c2080,c2016,c1117,c5082,c2109,c2109,c2069,c2016,1,1
c1133,c1159,c1118,c2016,c2069,c6062,c1112,c6037,c2012,c2015,c1117,c2090,c2109,c2089,c1118,c1159,0,2
c1159,c2101,c2069,c5082,c2024,c1099,c1080,c1014,c2004,c1020,c1117,c1118,c2109,c1133,c2004,c1099,1,2
c1112,c1133,c2016,c1118,c1137,c2069,c2015,c1159,c1148,c2080,c1117,c1117,c2109,c2109,c1148,c1159,0,2
c1137,c1133,c1112,c2089,c1159,c4144,c4123,c2024,c1080,c2027,c1117,c6062,c2109,c2016,c1159,c1133,0,1
c1118,c2016,c1014,c1125,c2069,c1131,c2012,c2015,c1080,c1137,c1117,c1121,c2109,c1133,c2012,c2016,1,1
c1133,c2016,c1118,c2042,c2069,c1091,c2080,c1134,c2091,c1159,c1117,c2090,c2109,c1151,c1133,c2016,1,2
c1133,c1159,c1118,c2008,c2069,c1137,c1112,c1091,c2080,c2015,c1117,c2090,c2109,c4144,c1118,c1137,1,1
c1133,c1099,c1112,c4123,c2069,c2015,c1118,c2019,c2080,c1023,c1117,c1126,c2109,c2016,c1112,c2015,1,2
c1133,c2008,c1118,c2016,c2069,c1091,c1112,c1134,c2012,c2095,c1117,c2101,c2109,c2090,c1112,c1134,0,1
c1133,c6037,c1118,c1137,c2069,c1091,c1112,c2103,c2080,c1102,c1117,c6062,c2109,c1121,c2080,c1137,1,1
c1137,c1133,c1112,c1130,c1134,c1118,c4123,c2080,c2015,c2047,c1117,c4144,c2109,c2016,c2015,c1118,0,1
c1118,c1159,c1133,c1091,c2069,c2042,c2024,c6062,c2080,c1134,c1117,c1151,c2109,c2089,c1133,c6062,0,2
c1133,c2016,c1118,c1137,c2069,c2015,c1112,c1091,c2012,c1134,c1117,c1126,c2109,c6037,c1112,c1134,1,1
c1133,c2050,c1118,c2008,c2069,c6062,c2080,c2014,c1112,c1023,c1117,c2016,c2109,c2089,c1133,c1023,1,1
c1118,c5001,c1133,c6062,c1112,c2050,c2069,c2016,c2080,c6037,c1117,c2090,c2109,c1151,c1118,c2016,0,1
c1118,c4004,c1112,c6062,c2069,c2070,c2091,c2047,c2099,c1134,c1117,c1133,c2109,c2016,c1118,c6062,1,1
c1133,c2016,c1118,c1091,c2069,c1137,c1112,c1023,c2012,c2008,c1117,c6062,c2109,c2089,c2012,c1023,0,1
c1133,c4144,c2069,c4004,c2024,c1134,c2080,c6062,c1142,c1118,c1117,c2016,c2109,c2090,c1133,c1118,1,2
c1118,c2016,c1133,c2036,c2069,c6062,c1112,c1091,c2012,c1137,c1117,c1126,c2109,c2090,c2012,c2036,0,2
c1133,c2016,c2069,c1126,c1118,c2002,c1112,c1137,c2091,c1091,c1117,c4144,c2109,c1159,c1118,c2016,1,2
c1133,c1159,c1118,c6037,c2069,c2008,c1112,c2016,c2024,c4144,c1117,c6062,c2109,c2101,c2069,c4144,0,2
c1133,c2016,c1118,c2065,c2069,c1137,c1112,c4123,c1080,c2103,c1117,c2070,c2109,c1159,c1118,c4123,0,1
c1133,c4144,c1007,c2004,c1014,c1125,c1080,c2015,c2020,c1137,c1117,c2109,c2109,c6037,c1133,c1137,1,2
c1118,c2016,c2069,c4144,c1112,c2008,c2080,c1134,c1142,c1023,c1117,c1133,c2109,c2046,c1142,c2016,1,1
c1133,c1126,c1112,c4123,c2016,c2070,c2069,c2047,c1118,c1137,c1117,c1151,c2109,c2090,c1118,c2047,1,1
c1133,c5001,c1118,c2016,c1112,c6062,c2069,c1134,c2080,c1091,c1117,c2090,c2109,c1151,c1118,c2016,0,1
c1133,c1159,c1118,c2016,c2069,c1126,c1080,c2002,c1112,c1091,c2109,c1117,c1117,c4144,c1118,c2016,0,1
c2016,c1133,c1112,c1118,c1137,c1014,c4123,c2069,c2015,c1142,c2109,c1117,c1117,c2109,c2015,c1118,0,1
c1133,c2016,c1118,c1134,c2069,c6062,c1112,c2015,c2080,c2095,c2109,c1151,c1117,c2090,c1133,c2015,0,1
c1133,c6037,c2069,c4144,c2024,c1137,c2080,c1134,c1112,c1091,c2109,c1126,c1117,c2008,c1112,c1134,1,2
c1118,c2008,c2069,c4144,c1142,c1137,c1112,c2015,c2016,c2047,c2109,c1133,c1117,c1151,c2016,c2047,1,2
c1118,c1126,c2069,c1074,c1080,c1014,c2016,c2004,c2015,c1023,c2109,c1133,c1117,c1159,c2015,c1126,1,1
c1118,c1159,c2069,c2016,c1112,c2008,c2024,c1091,c2080,c1134,c2109,c2090,c1117,c1133,c2080,c2016,0,2
c1133,c2016,c1118,c2008,c2069,c5082,c2080,c1134,c2012,c1137,c2109,c2090,c1117,c1159,c2069,c1134,0,1
c1133,c2016,c1118,c2008,c2069,c1091,c2091,c1134,c2012,c1137,c2109,c1151,c1117,c2090,c2012,c1134,0,1
c1133,c1125,c2004,c1014,c1007,c4144,c1080,c2013,c2069,c1023,c2109,c2109,c1117,c2016,c2069,c4144,1,1
c1133,c1159,c1014,c1118,c2004,c2002,c2069,c2019,c1080,c1023,c2109,c2016,c1117,c2109,c2069,c2002,1,2
c1133,c2046,c1112,c1150,c1137,c1014,c2015,c2020,c4123,c1130,c2109,c2109,c1117,c2016,c2015,c2046,1,1
c1118,c6062,c2069,c4004,c1112,c4144,c1142,c6037,c2099,c1103,c2109,c1126,c1117,c1133,c1142,c4144,1,1
c1133,c2089,c2069,c2008,c1080,c2016,c2024,c1137,c2080,c2042,c1117,c1118,c2109,c1159,c1080,c2016,1,2
c1133,c1159,c1118,c2042,c2069,c1091,c2024,c1134,c2012,c2015,c1117,c2090,c2109,c4144,c2012,c1134,0,2
c1133,c1110,c2016,c2050,c1112,c2035,c2069,c1099,c1080,c1023,c1117,c2102,c2109,c2046,c1112,c2050,1,1
c1133,c2089,c1118,c4144,c2069,c2013,c2024,c1134,c1142,c6062,c1117,c2016,c2109,c2090,c1142,c2089,0,2
c1133,c1159,c1118,c1091,c2069,c2042,c2024,c1134,c2080,c2015,c1117,c2089,c2109,c2008,c1133,c2015,0,2
c1133,c2016,c1118,c2008,c2069,c2022,c2024,c1134,c2080,c1091,c1117,c6062,c2109,c2089,c1118,c1134,0,2
c1133,c1159,c1118,c1014,c1007,c2004,c1150,c2047,c1080,c1126,c1117,c2016,c2109,c2109,c1080,c2004,0,2
c1133,c1159,c1118,c2008,c2069,c1137,c2024,c1091,c2080,c1134,c1117,c2016,c2109,c2109,c2069,c1134,0,1
c1133,c1159,c1118,c1137,c2069,c1134,c2080,c1114,c2091,c0002,c1117,c4144,c2109,c6062,c2091,c1134,1,2
c1118,c4004,c2069,c6062,c1112,c2070,c1159,c2047,c1142,c1137,c1117,c2016,c2109,c1133,c1159,c2047,1,1
c1133,c2016,c1118,c4004,c2069,c1134,c2080,c1091,c2091,c1148,c1117,c2090,c2109,c4144,c2091,c1148,1,1
c1133,c2016,c1118,c2008,c2069,c1091,c1112,c2042,c2012,c2047,c1117,c1151,c2109,c2089,c2012,c2047,0,1
c1118,c2016,c2069,c2008,c1112,c1014,c1080,c1125,c2004,c1020,c1117,c1151,c2109,c1133,c2004,c1125,1,2
c1112,c1133,c2016,c1118,c1159,c1126,c1134,c4144,c1137,c2079,c1117,c6062,c2109,c2090,c1159,c2079,0,1
c1133,c2008,c1118,c1137,c2069,c2016,c2080,c1134,c2091,c1091,c1117,c1151,c2109,c2101,c1133,c1134,1,1
c1133,c1137,c1118,c2022,c2069,c1134,c2024,c4144,c2080,c4123,c1117,c1159,c2109,c2079,c2069,c4144,1,2
c1118,c2089,c1133,c4144,c2069,c2013,c1142,c1023,c2024,c1144,c1117,c2090,c2109,c2016,c2024,c2089,0,1
c1133,c2016,c1118,c3094,c2069,c2095,c2080,c2015,c2012,c1023,c1117,c2090,c2109,c1126,c2012,c1023,1,2
c1118,c2016,c2069,c2022,c1112,c1089,c2080,c2047,c2091,c6037,c1117,c1151,c2109,c1133,c1118,c6037,1,1
c1118,c4004,c2069,c6062,c1112,c2008,c2099,c2101,c2080,c4144,c1117,c1133,c2109,c2016,c2069,c4144,1,1
c1133,c2016,c1118,c1137,c2069,c6037,c2080,c2038,c2091,c1091,c1117,c2132,c2109,c1151,c1118,c2016,1,1
c1133,c1137,c1118,c1159,c2069,c2015,c1112,c1091,c2080,c1125,c1117,c2016,c2109,c2089,c1112,c1125,1,1
c1159,c2089,c6037,c2109,c2071,c4004,c2016,c5089,c1126,c1148,c1055,c1151,c5082,c1133,c6037,c4004,1,2
c1159,c1133,c1126,c2101,c4144,c1118,c1148,c2079,c2016,c2069,c1055,c2109,c5082,c2008,c1148,c1118,1,1
c1159,c2082,c2008,c2004,c1117,c2090,c6037,c2072,c1126,c1143,c1055,c1133,c5082,c2109,c6037,c2072,1,2
c2109,c2089,c2070,c4004,c1133,c2073,c1148,c2071,c4144,c2103,c1055,c2008,c5082,c1159,c1133,c4004,1,1
c1159,c4004,c2008,c1089,c2016,c2109,c1154,c1148,c6062,c2047,c1055,c2090,c5082,c1151,c1154,c2047,1,2
c1126,c2089,c6037,c2008,c2109,c1154,c2079,c2016,c6062,c2071,c1055,c1133,c5082,c1159,c6037,c2008,1,2
c6037,c2089,c2109,c2071,c1148,c2024,c1151,c2082,c2016,c1014,c1055,c1133,c5082,c1159,c6037,c2082,0,1
c1159,c2050,c2016,c5089,c1126,c2036,c2109,c6037,c2008,c2103,c1055,c2089,c5082,c1117,c2008,c2036,1,2
c1159,c2089,c6037,c2070,c2071,c2109,c4004,c2009,c6062,c1151,c1055,c1133,c5082,c1126,c6037,c2009,0,1
c1159,c2008,c6062,c2016,c4144,c2022,c1151,c2109,c2047,c2079,c1055,c1126,c5082,c2090,c1151,c2022,1,1
c1159,c6037,c4004,c1151,c1091,c2090,c4144,c1119,c1133,c5089,c1055,c1126,c5082,c2008,c1091,c1119,0,1
c1159,c2070,c6062,c2101,c4144,c1103,c4004,c2008,c5089,c1140,c1055,c2109,c5082,c1133,c5089,c1140,1,1
